"Height","Weight","Gender"
-0.341378654780789,-0.722049114915505,"Male"
0.0958695456972402,-0.532600625417211,"Male"
1.15402259970371,1.80341848862779,"Male"
-0.170616304547991,0.304396571181797,"Female"
0.59989347763679,-0.354587247656854,"Female"
1.65714177395166,1.59696524230313,"Male"
0.720587084880704,0.153939927964829,"Male"
-0.545313479267921,-1.85497144929684,"Male"
-0.699077982529533,-0.60413367508997,"Female"
-0.397743125748899,-0.447841009471336,"Male"
1.19205682262283,1.13047509073411,"Male"
0.272995932724292,0.409702803549622,"Male"
0.10114519398924,0.659265169038868,"Female"
0.0399872044585862,0.170018483541423,"Female"
-0.332383071426034,-0.722251330395238,"Male"
1.92757857385804,1.46285072204622,"Female"
0.513982136420733,0.430622730824348,"Male"
-1.96373282924726,-1.76766087106099,"Female"
0.994140425109193,0.336588834496064,"Female"
-0.390245730122164,-0.506812893824399,"Female"
-1.31890327995625,-0.707149750307996,"Female"
-0.17254798957513,-0.241030332285492,"Male"
-0.752493276381248,-1.19421329128797,"Male"
-0.604225411169664,-0.778748459478361,"Male"
-0.945447133428048,-0.240481494640574,"Female"
-1.77407694590065,-1.42619859976905,"Male"
0.403723350888167,1.18586580198195,"Female"
0.101515910633439,0.189489119889431,"Male"
-1.20947188025311,-0.949991125822095,"Female"
1.36607285627407,1.01287369265705,"Female"
0.21314446988321,0.596014498379126,"Male"
-0.119812662739868,-0.440046112551659,"Female"
1.29841302032035,0.399968508259321,"Male"
0.792595643477285,0.873545502685607,"Female"
0.164088066559404,1.39475243372811,"Male"
0.400030155055978,0.906572859804058,"Female"
0.157006950060188,0.893977902752695,"Male"
-0.172214749413978,0.0547455378582313,"Male"
-0.0978189919246545,-0.482704345909555,"Male"
-0.296992310244148,-0.424900657861868,"Female"
-0.572648269555555,-0.745465546326486,"Female"
-0.0490317647402453,-0.345463533326392,"Male"
-1.42313763124611,-0.97778313704763,"Female"
2.43629188398679,1.67901271306057,"Male"
0.872004345960997,1.41994239898234,"Female"
-1.3387433649993,-0.792205344565083,"Female"
-0.00317244337992312,-0.761247785192208,"Female"
-0.644933265809934,-0.240483014046474,"Female"
-0.028565264357825,1.50844502601314,"Male"
0.0971161661085029,-0.255297847980278,"Male"
-0.0268631374448264,0.507501224072425,"Male"
0.220272112201623,-0.27443577222732,"Male"
-0.391908277279725,0.310567303655606,"Female"
1.21936861544014,1.37737164159646,"Female"
-0.736566677221172,0.308196350662474,"Female"
1.90001738857606,0.977283280237685,"Female"
-1.4530541022513,-1.48549773411292,"Female"
0.72124167139465,0.387984928786197,"Male"
0.179879081389663,0.0551178236664587,"Female"
0.403950438953519,0.00576988029094883,"Female"
0.623842129254901,0.0964731438947716,"Male"
-0.659553953852775,-0.293537786514936,"Male"
0.0278149399012556,-0.660031499249832,"Male"
-1.43559723994503,-0.497013667573168,"Female"
-0.641678977046227,-1.39190189406269,"Male"
0.255988518343576,0.31991658681679,"Female"
0.256663119524609,0.5937551424927,"Male"
-0.135257780899081,0.235826230149705,"Female"
0.970360416530345,0.779519069695347,"Male"
1.91974036246703,1.97002183922019,"Male"
-0.769811481338948,-0.161854650781259,"Male"
-1.73009498146178,-2.65124490793527,"Male"
1.20133514294775,0.706919537778873,"Male"
-0.77412702650957,-0.571486810343637,"Female"
-0.512049871983368,-0.793354694731481,"Female"
0.539709126942452,1.40617573183764,"Female"
-0.483060960695818,-0.0572578303540082,"Male"
-1.18089563614712,-1.1352533743535,"Male"
0.648794311336623,-0.304795145103706,"Female"
-0.140017531736856,-0.123510299841949,"Male"
0.105527870022294,-0.0945910962421323,"Female"
0.397873890944983,0.333144272284521,"Male"
0.0220028533720698,-0.725280816204732,"Male"
0.45361975002859,0.768998788441917,"Male"
0.119374955465068,-0.53771879274913,"Female"
0.386293679576656,0.243218335945784,"Male"
0.919935414476474,1.16117029037351,"Female"
0.660618859573268,0.165079964376235,"Male"
-0.49356392132582,-0.124847781675375,"Female"
1.50617174354998,0.673537457045495,"Male"
1.83104928443842,0.0539917449616762,"Female"
0.373219247191442,0.667290825182538,"Male"
-0.0393212219132127,0.4922828415429,"Male"
-0.505291747354548,-0.686076266811428,"Female"
1.13140953309201,1.45024697165189,"Female"
-0.203923344392021,-0.934989145250332,"Male"
2.1152941976383,2.03487835786103,"Male"
2.06792412221259,0.840000084740665,"Male"
-0.597127188584512,0.14991720053825,"Female"
-1.56190382162726,-0.385592908154768,"Male"
-1.01358333955065,-0.334318344063317,"Female"
0.25234915451442,0.23505341432171,"Female"
-0.223492485183471,-0.244572444540452,"Male"
0.149714818189839,-0.809130537009219,"Female"
-1.1527264324693,-0.652842849288855,"Female"
0.0239229487081114,-0.109357049658986,"Female"
-0.536945412604832,-0.952306108873423,"Male"
-1.1358268953887,-2.02887041932969,"Female"
-0.265921324622785,-0.455507773922946,"Female"
1.14033343991906,0.603340028042952,"Female"
-0.4202699795269,-0.671374128494449,"Female"
0.961804522338101,0.191726674272878,"Female"
-2.06852095570409,-1.00119565141323,"Female"
-0.0476502652703894,-0.0577711521295887,"Male"
0.152825458891636,0.832680419644923,"Female"
1.10842883941164,-0.537030509733001,"Male"
0.243566977733592,-0.0430604969523001,"Male"
-0.394220832985829,-0.821433345094019,"Male"
-0.419377107658604,-1.19282353506738,"Female"
-1.46065463644103,-0.482493120958077,"Male"
0.559160801514095,-0.33594207803136,"Male"
-0.999537182574325,-0.798169501033627,"Male"
-0.733050309237635,-0.197716997908723,"Male"
-0.29929907070917,-0.186601700290068,"Male"
2.02602117261613,1.47246100393132,"Female"
-0.916116743415974,-0.320871222392337,"Male"
0.169362621682378,0.277251997741629,"Female"
0.410267722981699,-0.262347411215857,"Male"
-0.473557674473337,-1.35143697336334,"Male"
-0.727526782939561,0.592229202296749,"Female"
1.58498280648183,1.15585973865969,"Female"
1.01511763296103,-0.158448924644307,"Male"
-0.129514432566628,0.207748401415672,"Male"
-0.498919109144819,-0.302712267494882,"Male"
-1.51976133830166,-2.37600135338656,"Female"
1.68769748496415,0.458863952693931,"Male"
-1.3489067545665,-1.4224629249329,"Female"
0.341667101068238,1.06228458893852,"Male"
1.60997458780998,2.01229475292052,"Female"
-1.21391682555447,-1.52567782641214,"Female"
0.929564558714933,0.401977596892004,"Female"
-0.334461213915553,-0.163023544058244,"Male"
-1.54122640337443,-1.44170740844356,"Female"
-1.63607224413131,-1.2378075663489,"Male"
-1.39418831748004,-1.64451292070785,"Female"
-0.788062873511656,-0.219261427306447,"Female"
-1.12401743604709,-1.64946878258825,"Female"
0.757142565058616,0.548087740883333,"Female"
1.75807215409259,2.22660439783393,"Male"
-1.53404082691282,-0.907927806480329,"Male"
1.360323698979,0.134305676671523,"Female"
0.695680946583748,0.763474112482055,"Male"
0.122642211340503,0.507667865098064,"Male"
-0.497839114879168,-1.41542097795528,"Male"
-0.265309852558146,0.0386644669199386,"Male"
-0.00411467192708509,-0.527898070727493,"Male"
0.211466436334817,0.856731097952231,"Female"
-0.523609397514437,-0.183043457410386,"Male"
0.683642645391911,1.17003402378508,"Female"
-0.393533407348491,-0.317183799717511,"Male"
0.725580170103744,1.27179940001904,"Female"
-1.43189372816542,-0.558779677680034,"Male"
-1.81727045101535,-0.573706016290202,"Male"
3.08369975932381,3.06574114986536,"Male"
0.315746570400128,-1.10667823350697,"Male"
0.272954137108313,0.292892933116702,"Female"
0.538898856073515,0.668907179529229,"Female"
-0.409830087441729,-0.508079111618895,"Female"
0.310629747835441,0.67004702983769,"Male"
0.0304260498225416,0.669634919584123,"Male"
-0.0405274635973726,-0.368128317053259,"Female"
0.154943518687087,-0.031058697918049,"Male"
-0.158127787548265,0.0934897182840058,"Male"
2.19322279188109,1.84523074272001,"Male"
-0.732154453566687,-0.674431891985313,"Male"
-0.41940694172569,-1.6600997648732,"Female"
0.389992610214118,-0.318294163906781,"Male"
0.714421049229827,-0.125325246504006,"Male"
0.684062048284087,0.144183019013906,"Male"
-0.21560139351152,-0.654085677585266,"Male"
-1.12965524484328,-0.887864242514905,"Female"
0.887791278137273,1.50893407966492,"Male"
-0.101688614767625,-0.561726351649215,"Female"
-0.50586943257125,-1.13632576152304,"Female"
0.105256460037888,-0.553565421487875,"Male"
-0.0559530109928936,-0.318161944500395,"Male"
1.12855046925369,0.977375212783746,"Female"
-0.072544438502742,0.233322146161755,"Female"
0.816970068840948,0.613746394831703,"Female"
0.183606020640302,-1.13094601572285,"Male"
0.232354740239925,0.174526626850749,"Male"
-0.683445534320659,0.0673973316333341,"Female"
-0.287087593674893,0.466547220572808,"Male"
-0.599924187466948,-1.09890833933249,"Female"
-0.754085603039479,-1.73298544041502,"Female"
1.11741600267653,2.67202995883014,"Male"
0.621244756031976,0.518520099987211,"Female"
-1.15624345098606,-1.21787703321896,"Female"
-0.712800133628806,-0.446805661356088,"Male"
-0.614241064799284,-1.63504924805867,"Female"
2.3162577562694,1.85569155086382,"Male"
1.7321949313897,0.75793361038477,"Male"
-0.0323629254216136,-0.47071444827536,"Female"
0.477735640902345,0.552902622285145,"Male"
0.0384816348555089,-0.824636411466993,"Female"
-0.638376379355176,-0.265238569985269,"Female"
